1,250
1,251
1,251
1,250
1,251
1,489
1,251
1,489
1,251
2,478
3,489
1,251
1,237
1,489
1,489
1,489
1,489
1,489
1,489
1,488
2,489
1,489
1,489
1,360
1,360
1,360
1,360
1,300
1,301
1,360
1,360
1,360
1,360
1,360
1,360
1,360
1,360
1,360
1,360
1,360
1,359
1,360
1,360
2,358
1,360
1,322
3,489
1,489
1,489
1,488
1,489
1,489
1,489
1,489
1,428
1,489
1,489
1,346
1,489
1,385
1,418
1,404
1,366
1,366
1,366
1,366
1,366
2,366
1,366
1,366
1,366
1,366
1,233
1,366
1,366
1,366
1,366
1,366
1,366
2,366
1,366
1,366
1,366
1,366
1,366
1,364
1,525
1,525
1,525
1,321
1,525
1,525
1,337
1,525
1,334
1,525
1,525
1,321
1,321
1,294
1,525
1,525
1,525
1,525
1,476
1,525
1,525
1,525
1,525
1,525
1,525
1,525
1,306
1,308
1,305
1,525
1,525
1,525
1,334
1,525
1,525
1,351
1,281
1,284
1,310
1,477
1,476
1,477
1,476
2,477
1,477
1,418
1,477
1,477
1,361
1,477
6,442
1,477
1,477
1,477
1,477
1,477
1,477
1,477
1,477
1,477
1,477
1,477
1,477
1,477
1,481
1,481
1,481
1,481
1,481
1,481
1,481
1,481
1,481
1,481
1,481
1,481
1,419
1,481
3,480
1,481
1,356
1,481
1,481
2,481
1,481
1,481
1,481
1,481
1,481
1,481
1,481
1,481
1,481
1,481
1,481
1,481
1,481
1,481
1,481
1,481
1,417
1,416
1,400
1,406
4,479
1,404
1,482
1,482
1,482
1,482
1,482
1,482
1,399
1,399
1,417
2,391
1,482
1,482
1,482
1,482
1,482
1,482
1,482
1,482
1,482
1,482
1,482
1,417
1,410
2,407
1,416
1,402
1,393
1,416
1,385
1,482
1,482
1,379
1,379
1,379
1,379
1,379
1,379
1,379
1,379
1,379
1,379
1,378
1,379
1,357
1,379
1,359
3,379
1,379
1,379
1,349
3,377
1,379
1,379
1,379
1,379
1,379
1,379
1,379
1,379
1,379
1,379
1,362
1,353
1,379
1,379
1,346
1,436
1,436
1,436
1,277
1,436
1,436
1,436
1,436
1,436
1,436
1,281
1,436
1,317
1,334
1,436
1,436
1,436
1,436
1,266
1,299
1,271
1,267
1,436
1,436
1,436
1,436
1,279
1,320
1,343
1,436
1,436
1,420
1,420
1,420
1,420
1,420
1,420
1,420
1,420
1,420
2,420
1,420
1,420
1,368
1,420
1,420
1,420
1,420
1,420
1,420
1,420
1,420
4,471
1,471
1,471
1,471
1,471
1,471
1,471
1,471
1,471
1,471
1,471
1,471
1,471
1,471
1,471
6,470
1,471
1,471
1,471
1,471
1,471
1,470
1,471
1,471
1,471
1,471
1,471
1,471
1,471
1,471
1,471
1,471
1,471
1,471
1,471
1,471
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,319
1,294
2,318
1,319
1,319
1,319
84,374
1,374
1,374
1,374
1,374
1,373
1,374
1,374
1,374
1,374
1,374
1,374
1,374
1,374
1,374
1,277
1,374
1,374
1,374
1,374
1,374
1,374
2,374
1,374
1,374
1,374
1,374
1,374
1,374
1,374
1,374
1,374
1,374
1,374
1,374
1,374
1,374
1,374
1,374
1,374
1,374
1,371
2,374
1,374
1,374
1,374
2,374
1,374
1,369
1,374
1,374
1,374
1,374
1,374
1,374
1,374
1,436
1,436
1,436
1,436
2,436
2,436
1,436
1,436
1,436
1,436
1,436
1,436
1,436
1,434
2,436
2,436
1,436
2,436
1,436
3,436
2,436
1,436
1,436
1,436
1,436
1,436
1,436
1,436
1,436
1,436
1,436
1,436
1,436
1,417
1,436
1,292
1,436
1,436
1,436
1,436
1,436
1,436
1,436
1,436
1,436
2,436
1,436
2,435
1,436
1,436
1,436
1,436
1,436
1,436
1,436
2,436
1,436
1,436
1,436
1,321
1,321
1,321
1,321
1,321
3,321
1,321
1,321
1,321
1,321
1,321
3,321
1,321
1,321
1,321
1,321
1,321
2,321
1,320
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,321
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,280
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,279
1,281
1,281
1,277
1,280
1,281
1,281
1,281
1,281
1,279
1,281
1,281
1,281
1,280
1,281
1,281
2,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,280
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,281
1,369
1,369
1,369
1,369
1,369
1,369
1,369
1,369
51,369
1,369
1,369
1,369
1,369
1,369
1,369
1,369
1,369
1,369
2,369
1,369
1,369
1,369
1,368
1,369
1,366
1,369
1,369
2,368
1,369
1,369
1,369
1,369
1,369
1,369
1,369
2,366
1,369
33,370
1,369
1,369
1,369
3,369
1,369
1,342
1,342
1,342
1,342
1,342
1,342
1,342
1,342
1,342
1,342
1,342
1,342
2,329
1,342
1,342
3,342
1,342
1,342
1,341
3,341
1,342
1,342
1,214
1,342
1,342
1,342
1,342
1,342
1,342
1,342
1,342
1,342
1,342
1,342
1,342
1,342
1,342
1,457
1,540
1,540
1,540
210,540
1,540
8,424
1,540
1,540
2,501
1,310
1,540
1,540
1,467
1,439
1,540
1,334
1,500
1,417
1,301
1,368
1,540
1,540
1,540
1,444
1,232
1,332
1,540
1,369
1,540
1,540
1,540
1,540
